30.5	826.2	1
38	785	1
48	867	1
75	741.9166667	1
87	695	1
125	853.25	1
130	262.75	1
151.5	302.4	1
156	663.4166667	1
176	866.6666667	1
181	222	1
187	908.9166667	1
188.5	332.3	1
220	148.1666667	1
220	637.5	1
220.5	191.5	1
236	369.25	1
245.5	917.7	1
249	1225.583333	1
268.5	1184.8	1
272	406	1
279	95	1
282	604.4166667	1
300.5	939.8	1
300.5	1239.6	1
310.5	978.3	1
311.5	447.6	1
314.5	1118.1	1
315	1159.75	1
318	501	1
320	1025	1
334	65	1
335	581.8333333	1
338	1076.833333	1
338.5	538.4	1
343.5	1216.8	1
384	29.08333333	1
402	1224.666667	1
446.5	20.1	1
450	1206	1
500	52.58333333	1
528	1237	1
578.5	582.1	1
580.5	54.1	1
583	522.9166667	1
583	1206.166667	1
587	1057.583333	1
611.5	1098	1
613	1021.916667	1
626	1233	1
634	598.8333333	1
635.5	930.4	1
638	488.8333333	1
644	1166.166667	1
649	988	1
654	75.25	1
671.5	402.9	1
676	445.75	1
684.5	1235.2	1
686.5	900.3	1
702	115.0833333	1
703.5	1191.4	1
716	341.5833333	1
716.5	643.8	1
732.5	167.2	1
735	885	1
744	283.5833333	1
747.5	231.4	1
786.5	835.9	1
798.5	667.1	1
830	703	1
847	839.3333333	1
878.5	744	1
892	809	1
