1.5	156.5	1
2.5	159.25	1
1.5	168.5	1
3.5	152.83333	1
2.5	178.5	1
4	148.5	1
4.5	162.33333	1
3.5	181	1
5.5	144.5	1
4.5	170.5	1
4.5	184.5	1
6.5	157	1
6	176.25	1
6.5	178.83333	1
6.5	187.5	1
5.5	191.5	1
7	140.5	1
7	150.5	1
7.5	162	1
7.5	168.5	1
7.5	154	1
8	194	1
9.5	186.25	1
10.5	156	1
10	176.5	1
9.5	191.5	1
10.5	198.75	1
11.5	150.83333	1
10.5	196.5	1
12	138.75	1
11.5	144.5	1
12.5	160.5	1
12.5	168	1
12.83333	182.5	1
13	154.5	1
13.5	164.83333	1
13	176.5	1
13	189	1
12.5	202	1
12.5	204.5	1
14	131.5	1
14.5	136.25	1
14.5	150.33333	1
14	197.5	1
15.5	128.5	1
15	140.5	1
14.5	147.5	1
15.5	172.83333	1
14.5	179	1
14.5	208	1
15.5	126.5	1
15.5	155.5	1
15.5	158.5	1
15.5	163.5	1
16.5	183.66667	1
15.5	188.5	1
15.5	200.5	1
16	204.5	1
17.5	167.5	1
17	176.5	1
18.16667	132.16667	1
18.5	139.83333	1
17.5	143.5	1
18.5	193.5	1
17.5	212.5	1
19.83333	152.5	1
18.5	157.5	1
19	161	1
19.5	174.5	1
19	180.5	1
19.5	188.5	1
18.5	198.5	1
19.5	206.5	1
20	128	1
20	135	1
19.5	146.5	1
20.5	169.5	1
20.5	186	1
19.5	208.5	1
21	139	1
20.5	166	1
21	201.5	1
20.5	211.5	1
21	217	1
22.5	123	1
22.5	133	1
23.5	125.25	1
22.5	142.5	1
23.5	146.5	1
22.5	198.5	1
23	209	1
23	213.5	1
23.5	119.5	1
24.5	136.5	1
23.5	151.5	1
23.5	180.5	1
24.5	194	1
24.5	204.5	1
24.5	201.5	1
26.5	141.375	1
26.5	186.5	1
25.5	188.5	1
26.83333	213	1
27.5	125.5	1
27.5	195.5	1
26.5	198.5	1
27.5	205	1
27.5	223	1
27.5	133.5	1
29.5	118.16667	1
28.5	130.5	1
30	202.25	1
29.5	205.5	1
30.5	213.16667	1
31.5	123.25	1
31.5	127.5	1
31	135.5	1
30.5	141	1
30.5	195.5	1
30.5	220.5	1
31.5	224.5	1
31	229.5	1
31.5	115.5	1
31.5	118.5	1
32	210.25	1
33.5	130.5	1
32.5	138.5	1
32.5	201.5	1
34	135	1
34	206.5	1
33.5	233.5	1
35.5	113.16667	1
34.5	209.5	1
35.5	214.5	1
35	218	1
35.5	222.25	1
35.5	225.16667	1
34.5	230.5	1
37	122.75	1
37.5	128.5	1
38.5	119.5	1
38.5	224.5	1
38.5	115.5	1
38.5	209.5	1
39.83333	215.5	1
40.5	123	1
40.5	130	1
39.5	134	1
39.5	220.5	1
40	231	1
40.5	237.5	1
41.5	226.33333	1
42.5	108.83333	1
42.5	112	1
43.5	117.25	1
42.5	123.5	1
43.5	128.75	1
42.5	130.5	1
42.5	212.5	1
43.5	217.5	1
44	224	1
43.5	227	1
44.5	232.16667	1
44.5	237.5	1
44.5	242.16667	1
45.5	108	1
45.5	111.83333	1
45.5	121.5	1
44.5	215	1
46.5	116.5	1
46.5	218.5	1
47.5	229.5	1
47.5	241.16667	1
48.83333	119.16667	1
48.75	126.75	1
48.5	225	1
49	111.5	1
49.5	123	1
49.5	234	1
49.5	240.5	1
51.5	114.5	1
51.5	118	1
50.5	225.5	1
51	228.5	1
51.5	244.25	1
52.5	122.5	1
51.5	222.5	1
51.5	231.5	1
51.5	236.5	1
53.5	104.16667	1
53.5	126	1
53.5	247.83333	1
54.5	106.5	1
55	119	1
55	123.5	1
55.5	225.16667	1
55	229.75	1
55.5	236	1
56.5	112.25	1
56.5	116	1
55.5	232.5	1
57	124.5	1
57.5	244.5	1
58	103	1
58.5	106.5	1
57.5	237	1
58.5	240.83333	1
58.5	111.5	1
59.5	122.33333	1
60	234	1
60.5	249	1
60	253	1
61.5	242	1
62.5	116.5	1
63	103.5	1
63.5	107.75	1
63	123.5	1
62.5	236.5	1
63.5	249.5	1
63.5	110.5	1
64.5	114.33333	1
63.5	119.5	1
63.5	253.5	1
64.5	231.5	1
66	102	1
66.5	236.83333	1
67.5	106.5	1
67.5	113.5	1
67.5	117	1
67	122.5	1
67	243	1
66.5	252.5	1
68	249.5	1
67.5	256.5	1
69.5	102.16667	1
69	109.5	1
69	120	1
69.5	240.5	1
69	246.75	1
70.5	107.5	1
70.5	236.16667	1
70.5	115	1
72.5	102.16667	1
72	117.5	1
72	243.5	1
72.5	252	1
72.5	108.5	1
73.5	111.83333	1
73	256	1
73.5	237.5	1
74.5	247	1
74.5	118.5	1
76	103	1
76.5	252	1
76	256.5	1
76.5	99.5	1
77	112.5	1
77.5	243.5	1
76.5	247.5	1
77.5	120.5	1
78.5	107	1
80	104.25	1
79.5	114.5	1
80.5	241.5	1
82.83333	107.83333	1
82.5	237.5	1
82.5	248.5	1
82.5	252.5	1
83	99	1
82.5	110.5	1
83.83333	240.83333	1
83.5	255.25	1
84.5	117.5	1
85	102.5	1
84.5	258.5	1
85.5	98.5	1
86.5	115	1
85.5	243	1
86	245.5	1
86.5	250.5	1
85.5	252.5	1
87.5	107.83333	1
86.5	111.5	1
87.5	238.5	1
88.7	102.3	1
87.5	118.5	1
87.5	259.5	1
89.5	243.5	1
89	250	1
88.5	256.5	1
90.5	107.5	1
90.5	111	1
90	115.5	1
90	247	1
90.5	98.5	1
91.5	103.16667	1
91	120	1
90.5	259.5	1
93.5	108.5	1
93	115	1
93.5	245.5	1
93	250	1
93.5	254.33333	1
94.5	104.5	1
94	238.5	1
94.5	241.5	1
94.5	102.5	1
94.5	120.5	1
95.5	248.5	1
96.83333	108.16667	1
97.5	244.5	1
97	254.5	1
97.5	100.5	1
98.5	103.25	1
97.5	119.5	1
99	114.5	1
99	238.5	1
100.5	107.83333	1
100	246.5	1
101	102	1
101	111	1
101.16667	121.16667	1
100.5	254	1
102.5	242.5	1
102.5	105.5	1
102.5	116.5	1
103.5	238	1
103.5	245.5	1
103	250.75	1
104	257	1
104.5	111.5	1
105	122.5	1
105.5	107.5	1
106.5	238.5	1
106.75	246.125	1
107	119	1
106.5	248.5	1
108.5	122.83333	1
108.5	252.25	1
109	115.75	1
109.5	255.75	1
110	105.25	1
110.83333	119.33333	1
110.5	243.16667	1
109.5	248.5	1
111.5	125.33333	1
111.5	234.5	1
111.5	238.5	1
112	253.5	1
112.5	104.5	1
112.5	108.5	1
113	112.5	1
113	118.5	1
112.5	242.5	1
113.5	123	1
114.5	246.5	1
113.5	256.5	1
116	113.5	1
117.75	118.375	1
116.5	124.5	1
117.5	241.16667	1
116.5	255.5	1
117.5	237.5	1
119.5	113.5	1
119.5	233	1
119.5	245.25	1
119.5	106.5	1
119.5	118.5	1
120.5	123.5	1
120.5	240.16667	1
120	251.5	1
119.5	254.5	1
121.5	131	1
122.5	113.66667	1
122.5	120	1
122.5	233.5	1
123	125.5	1
122.5	238.5	1
123.5	248	1
123.5	252.5	1
125.5	117.5	1
124.5	120.5	1
124.5	128.5	1
126.5	111.16667	1
126	124.25	1
125.5	132.5	1
126.5	248.83333	1
127.5	231.5	1
127.5	239.75	1
127.5	244	1
127	253	1
128.5	115.16667	1
127.5	118.5	1
128	122	1
128.5	129	1
127.5	235.5	1
129.5	111.5	1
130	135	1
129.5	230.5	1
130.5	246.5	1
131.5	118.5	1
131.5	131	1
131.5	234.5	1
131.5	238.66667	1
131.5	248	1
131.5	252	1
133.83333	123	1
132.5	126.5	1
132.5	229.5	1
134	114.5	1
134	130.5	1
134	237.5	1
133.5	244	1
133.5	251.5	1
135.5	119.5	1
135	234.5	1
135.83333	241.83333	1
136.5	126.5	1
136.5	137.25	1
136	229.5	1
136.5	131	1
137.5	248.16667	1
137.5	121.5	1
138	134	1
138.75	236.75	1
138	241	1
139	116.5	1
138.5	128	1
140.5	129.5	1
140	233	1
140.5	245.5	1
141	124	1
141.83333	237.16667	1
141.5	117	1
142.5	230.5	1
142.5	243.25	1
143.5	121.25	1
143.5	140	1
143	248.5	1
144.5	132.16667	1
144	239.5	1
145.5	125.33333	1
145	136	1
145.83333	233.5	1
145.5	120.5	1
146.5	129.66667	1
146.5	240.83333	1
145.5	244	1
147.5	138	1
148.75	123	1
147.5	227.5	1
149.5	131.83333	1
148.5	134.5	1
149.5	144	1
149.5	232.5	1
149	245.5	1
149.5	128.5	1
150.83333	139.16667	1
149.5	237.5	1
151	122	1
151.5	125.75	1
151.5	241.5	1
151	247.5	1
152.5	131	1
151.5	145.5	1
151.5	245	1
153.5	137	1
152.5	140.5	1
153.5	233	1
152.5	236	1
154	148.75	1
154.5	126.5	1
155	132.5	1
155.5	144.83333	1
156	140.5	1
155.5	227	1
156.83333	236.16667	1
156.5	241.16667	1
158	128	1
158.5	131.66667	1
158.5	140.5	1
158.5	226.5	1
159.5	232	1
159.5	236.5	1
159.5	134.5	1
160	145.5	1
159.5	151.5	1
159.5	229	1
160.5	245.75	1
161.5	128.66667	1
161	131.5	1
162.5	139.5	1
161.5	234.5	1
163.75	152.25	1
163.16667	242.5	1
164	131.5	1
163.5	145	1
163.5	229.5	1
164.5	237.66667	1
164.5	136.5	1
165.5	226	1
165	234	1
166.5	140.16667	1
167.5	134	1
167.5	143.5	1
166.5	150	1
167.5	154.5	1
166.5	243.5	1
168.5	137	1
167.5	226.5	1
168.5	158.5	1
169	233.5	1
170.5	142.83333	1
170.5	154	1
171.5	148.83333	1
171.5	231.33333	1
171.5	240	1
172.5	228	1
172	244.5	1
172.83333	159.83333	1
174	138.5	1
174.5	143.33333	1
173.5	155.5	1
175.5	148.83333	1
175	163	1
175.5	228.83333	1
175.5	244.83333	1
175.5	225.5	1
175.5	235.5	1
176	239.5	1
177.5	135	1
177.5	139.16667	1
176.5	142.5	1
176.5	145.5	1
176.5	157.5	1
177.5	232.5	1
179.5	152.83333	1
179	228.5	1
179	241	1
179.5	245	1
180	132.5	1
180	140	1
179.5	144.5	1
180.5	231.5	1
180.5	237	1
181.5	137	1
181.5	149.16667	1
181.5	129.5	1
181.83333	155.83333	1
181.5	243.5	1
182	246.5	1
183.5	131.5	1
183	234.5	1
183	240	1
184	135.75	1
183.5	140.5	1
184	150.25	1
184.5	229.16667	1
184.5	145.5	1
185.5	127.5	1
186	154	1
186.5	236.16667	1
185.5	239.5	1
187.5	135.25	1
187.5	139.83333	1
187.5	149	1
186.5	228.5	1
186.5	232.5	1
187.5	242.83333	1
187.5	247.33333	1
187	319.5	1
187	324.5	1
187.5	336.625	1
188.5	310.83333	1
188.5	327.5	1
188	331	1
188.5	342.5	1
188	346.5	1
188.5	129.5	1
189	237.5	1
188.5	349.5	1
189.5	353.25	1
189.5	140.5	1
190	147.5	1
190	228	1
189.5	233.5	1
190.5	248.83333	1
189.5	305.5	1
190.5	124.5	1
191.5	142.5	1
190.5	236	1
190.5	308.5	1
191	315.75	1
191.16667	320.5	1
191.5	325.5	1
190.5	331.5	1
191	338	1
190.5	342.5	1
190.5	361.5	1
191	366.5	1
191.5	129.5	1
192.5	243	1
192.5	348	1
192.5	352	1
192.5	127	1
193.5	137.5	1
193	228.25	1
193	299.5	1
192.5	311.5	1
193.5	335.5	1
194.5	121.83333	1
193.5	132.5	1
193.5	135.5	1
194.5	232.66667	1
193.5	240	1
194.83333	250.66667	1
193.5	304.5	1
193.5	308.5	1
194.5	327.75	1
194.5	331	1
194	345.5	1
194.16667	367.83333	1
194	374.25	1
194.5	377	1
194.5	380.5	1
194.5	129.5	1
195	245.5	1
195.83333	314.16667	1
195.5	322.25	1
194.5	350.5	1
194.5	353.5	1
195.5	362.16667	1
195.5	371.25	1
196.5	335.66667	1
196.5	339.5	1
195.5	387.5	1
195.5	390.5	1
197	135.5	1
197.5	144	1
197	234.5	1
196.5	237.5	1
197.16667	252.16667	1
197.5	290.5	1
197.5	295.5	1
197.5	300.5	1
196.5	303.5	1
196.5	332.5	1
197.5	347.83333	1
197.5	358.5	1
196.5	367.5	1
197.5	128.5	1
198	139.5	1
198.5	244.5	1
198.5	306.75	1
198	310.5	1
198	314.5	1
198	319	1
198.5	324.83333	1
197.5	370.5	1
198.5	380.83333	1
198.5	395.5	1
198.5	122.5	1
198.5	241	1
199.5	246.5	1
199.5	286.16667	1
199.5	336.5	1
199.5	343.16667	1
199.5	353.5	1
199.5	374	1
199.5	383	1
199.5	116.5	1
200.5	126.5	1
200	134.75	1
200.5	234.5	1
200.5	256.5	1
199.5	340.5	1
200.5	350.16667	1
200.5	362.5	1
200	389.25	1
200.5	391.5	1
200.5	400.75	1
200.5	141.5	1
201.5	252.5	1
201.83333	281.5	1
201.5	298.16667	1
201.5	307.5	1
201.5	312.5	1
201.5	316.83333	1
201.5	322.16667	1
201.5	359	1
201	369	1
201.5	139	1
202.5	238.16667	1
201.5	304.5	1
202.25	330	1
202.75	336	1
202.5	371.5	1
202.5	375.5	1
202.5	379.66667	1
202	384.75	1
202.5	394.875	1
202.5	409	1
203	113	1
203	122.5	1
202.5	127.5	1
202.5	135.5	1
203	256	1
203.5	274.5	1
202.5	288	1
203	290.5	1
203	295.5	1
203.5	331.5	1
203	345	1
203.5	348.5	1
202.5	355.5	1
202.83333	363.5	1
203	401.75	1
203.5	405	1
204.16667	118.5	1
204.5	245.5	1
204.5	250.66667	1
203.5	265.5	1
204.5	276.5	1
204	300.5	1
204	312	1
203.5	321.5	1
204	325.5	1
204.5	342.5	1
204.83333	351.16667	1
204.5	389.5	1
205.5	137.5	1
205	233.5	1
205	240	1
205.5	259	1
204.5	270.5	1
204.5	280.5	1
205.5	284.16667	1
205.5	297.75	1
205	318.25	1
205.5	360.83333	1
204.5	372.5	1
205.5	379.5	1
205.5	391.75	1
204.5	415.5	1
205.5	110.5	1
206.5	114.33333	1
206	248.75	1
205.5	287.5	1
206.5	291	1
206	329	1
206	335.25	1
206.5	403.5	1
207.5	118.33333	1
206.5	133.5	1
207.5	242.16667	1
207.5	263.83333	1
207.5	268	1
207	272.5	1
207.5	310.25	1
207.5	315.33333	1
206.5	325.5	1
207.5	340	1
207.5	349	1
207	398	1
208.5	250.5	1
208.5	279.83333	1
208	304.5	1
207.5	320.5	1
208	343	1
208.5	361.5	1
208	365.5	1
207.5	368.5	1
208.75	372.5	1
208.5	421.16667	1
209	238	1
209	256	1
209	287	1
209	291	1
209	297.75	1
208.5	300.5	1
209.5	355	1
209.5	376.25	1
209.5	380	1
208.5	382.5	1
208.5	401.5	1
209	407.75	1
208.5	410.5	1
209.5	415.5	1
209.5	419	1
210	109	1
209.5	124.5	1
210	245	1
210	260.5	1
210	274.75	1
210	278.5	1
209.5	347.5	1
209.5	357	1
210.5	387.5	1
210.5	424.5	1
211.5	122	1
211.5	266	1
211.5	270.16667	1
211.5	306.16667	1
210.5	311	1
211	365.25	1
211.5	371.5	1
211.5	400	1
211.5	113.5	1
212	116.75	1
212	247	1
212.5	253.25	1
211.5	287.5	1
212.5	295	1
212.5	376.16667	1
211.5	379.5	1
212	392.5	1
212	417.25	1
213.5	108.16667	1
212.5	274.5	1
212.5	277.5	1
213.75	283.25	1
212.5	291.5	1
213.5	408.5	1
212.5	413.5	1
213	422.25	1
213.5	120.5	1
214	127	1
214.5	243.5	1
214.75	263	1
214.5	266.5	1
214	271	1
213.5	300	1
213.5	384.5	1
214.5	402	1
214	432.25	1
215	102.5	1
215.83333	259.83333	1
214.5	378	1
214.5	387.5	1
214.5	392.5	1
215.75	418.75	1
215.5	425.33333	1
215	428	1
216.5	118	1
215.5	250	1
216	274.75	1
216.5	277.5	1
215.5	284.5	1
216.5	288.5	1
216	293	1
217	121.25	1
216.5	255	1
216.5	265.5	1
217.5	271.16667	1
217	281.75	1
217.5	397	1
216.5	408.5	1
217.5	414.16667	1
217.16667	433.33333	1
218.5	103.83333	1
217.5	111.5	1
217.5	125.5	1
217.5	246.5	1
217.5	262.5	1
217.5	390.5	1
217.5	399.5	1
217.5	402.5	1
218	417.5	1
218.5	100	1
219.5	113.83333	1
219.5	258.83333	1
219.5	268.25	1
218.5	289.5	1
219.5	406.5	1
220.5	107.5	1
219.5	122	1
219.5	251.5	1
220.5	272	1
220	277	1
220	286	1
219.5	396.5	1
220.5	415	1
220.5	443.5	1
220.5	97.5	1
221.5	123.5	1
221.5	254.5	1
221.5	411.75	1
221.5	429.5	1
220.5	432.5	1
222	103.25	1
221.5	112.5	1
222.5	119	1
222.5	260	1
221.5	282.5	1
221.5	404.5	1
223.5	110	1
222.5	274.5	1
223	425.5	1
222.5	437.5	1
223.5	447.33333	1
223.5	100	1
224.5	121.83333	1
223.5	407.5	1
224.5	414.83333	1
224.5	417	1
223.5	422	1
225.5	105.83333	1
225.5	113.5	1
224.5	263.5	1
224.5	266.5	1
224.5	270.5	1
225.5	433.5	1
225.5	442.16667	1
226.5	108.75	1
226.5	415.5	1
227.5	422.16667	1
227	426.5	1
226.5	439	1
227	452	1
228.5	93.75	1
227.5	102.5	1
227.5	105.5	1
227.5	115.5	1
227.5	430	1
227.5	432.5	1
228.5	441.5	1
229.5	449.5	1
230.75	111.75	1
229.83333	422.5	1
230.5	437.83333	1
230.5	443.25	1
231.5	104.5	1
230.5	430.5	1
231	455	1
231.5	97.5	1
231.5	116.5	1
231.5	447	1
232.5	451.5	1
233	91	1
232.5	109.5	1
232.5	112.5	1
232.5	424.5	1
233.5	428.33333	1
233.5	435.5	1
233	439	1
232.5	444.5	1
234.5	102.5	1
235.5	94.5	1
235	98	1
236.5	106	1
236	113	1
236.5	430.5	1
236.5	437	1
236.5	444.25	1
235.5	450	1
237.75	88	1
237.5	441.5	1
237.5	459.16667	1
238.5	94.16667	1
238.5	104	1
238.5	454.5	1
238.5	463.5	1
239.5	97	1
239	110	1
239.83333	447.33333	1
239.5	451.5	1
240.5	83.5	1
240.5	87	1
240.5	438	1
240	442.25	1
240.5	456.5	1
241	90.25	1
240.5	464.5	1
242.5	94.5	1
242.5	98	1
241.5	105	1
242.5	108	1
242.5	446.66667	1
242.5	450	1
243.5	81.5	1
243.5	88.16667	1
243.5	452.5	1
243.5	458.66667	1
243.5	85	1
244	440.25	1
244.5	442.75	1
244	464	1
245.5	98.83333	1
244.5	106.5	1
245.5	445	1
245.5	81	1
245.5	87.5	1
246.5	92.25	1
246	95.5	1
246.5	448.66667	1
247.5	101.83333	1
246.5	455.5	1
247.5	459.5	1
246.5	465.5	1
248	78	1
249	99.5	1
248.5	444.5	1
248.5	447.5	1
249.5	83.5	1
250	88.25	1
250.5	94.5	1
250	468.5	1
251	78.25	1
251.5	453.5	1
252	99	1
251.5	101.5	1
251.5	447.5	1
253.5	74.5	1
253.5	84	1
253	90.75	1
253.5	451.5	1
254.5	78.5	1
253.5	94.5	1
254.5	455.5	1
254.5	459.75	1
255.5	472.5	1
256	87	1
257.5	74.16667	1
256.5	456.5	1
257.5	466	1
258.5	79.83333	1
257.5	90.5	1
259.5	85	1
258.5	95.5	1
259.5	460.83333	1
259.5	69.5	1
259.5	76.5	1
260.5	88	1
260	454.5	1
260.5	469.5	1
260.5	92.5	1
260.5	465.5	1
263.5	71	1
262.5	75.5	1
262.5	82	1
263.5	85.16667	1
263.5	453.25	1
262.5	458.5	1
263	462.5	1
264.5	88.25	1
264.5	456.5	1
264.5	473.16667	1
265.83333	470.5	1
266.5	68.25	1
266.5	75.83333	1
265.5	77.5	1
266.5	465.5	1
267	82	1
267	85	1
266.5	463.5	1
267.5	63.5	1
268.5	455.75	1
268.5	458.5	1
267.5	470.5	1
268.5	66.5	1
268.5	69.5	1
269.5	78.5	1
270	461	1
271	72.5	1
271	85.25	1
270.5	464.5	1
271.5	473	1
272.5	66	1
272	455.75	1
272.5	468.5	1
272.5	452.5	1
273.5	76.5	1
274.5	463.16667	1
275	59	1
275.5	72.5	1
275.5	79.16667	1
274.83333	469.5	1
276	454.5	1
277	67	1
277.5	459.5	1
277	463.75	1
277.5	470.75	1
278.5	73.5	1
278.5	385.16667	1
278	450	1
278.5	457	1
